topic_family,date_utc,rows_total,body_removed_count,body_deleted_count,author_deleted_count,automod_author_count,stickied_count,bot_name_heuristic_count,authors_distinct_count,authors_body_removed_count,authors_body_deleted_count,authors_author_deleted_count,authors_automod_count,authors_bot_name_heuristic_count,date,days_from_event,body_removed_rate_pct,body_deleted_rate_pct,author_deleted_rate_pct,automod_author_rate_pct,stickied_rate_pct,bot_name_heuristic_rate_pct,body_removed_rate_by_authors_pct,body_deleted_rate_by_authors_pct,author_deleted_rate_by_authors_pct,automod_author_rate_by_authors_pct,bot_name_heuristic_rate_by_authors_pct
economics_news,2022-12-30,4818,283,135,424,34,58,13,2246,1,1,1,1,7,2022-12-30,30,5.873806558738066,2.8019925280199254,8.800332088003321,0.70568700705687,1.2038190120381902,0.26982150269821503,0.04452359750667854,0.04452359750667854,0.04452359750667854,0.04452359750667854,0.3116651825467498
economics_news,2022-12-31,3585,189,103,304,34,38,26,1847,1,1,1,1,13,2022-12-31,31,5.2719665271966525,2.8730822873082285,8.479776847977686,0.9483960948396095,1.0599721059972107,0.7252440725244073,0.05414185165132648,0.05414185165132648,0.05414185165132648,0.05414185165132648,0.7038440714672441
economics_news,2023-01-01,3880,170,159,373,27,30,22,1898,1,1,1,1,15,2023-01-01,32,4.381443298969072,4.097938144329897,9.613402061855671,0.6958762886597939,0.7731958762886598,0.5670103092783505,0.052687038988408846,0.052687038988408846,0.052687038988408846,0.052687038988408846,0.7903055848261329
economics_news,2023-01-02,5739,377,277,732,40,62,19,2461,1,1,1,1,11,2023-01-02,33,6.569088691409654,4.826624847534414,12.754835337166753,0.6969855375500958,1.0803275832026484,0.3310681303362955,0.04063388866314506,0.04063388866314506,0.04063388866314506,0.04063388866314506,0.4469727752945957
economics_news,2023-01-03,6755,359,285,736,43,51,54,2828,1,1,1,1,13,2023-01-03,34,5.314581791265729,4.219096965210955,10.895632864544782,0.6365655070318282,0.7549962990377498,0.7994078460399704,0.03536067892503536,0.03536067892503536,0.03536067892503536,0.03536067892503536,0.4596888260254597
economics_news,2023-01-04,7413,359,327,817,64,77,26,3107,1,1,1,1,11,2023-01-04,35,4.842843653041953,4.411169566976932,11.021179009847565,0.8633481721300419,1.0387157695939566,0.3507351949278295,0.0321853878339234,0.0321853878339234,0.0321853878339234,0.0321853878339234,0.3540392661731574
economics_news,2023-01-05,7600,386,346,834,81,63,41,3182,1,1,1,1,19,2023-01-05,36,5.078947368421052,4.552631578947368,10.973684210526317,1.0657894736842106,0.8289473684210527,0.5394736842105263,0.03142677561282212,0.03142677561282212,0.03142677561282212,0.03142677561282212,0.5971087366436203
economics_news,2023-01-06,7235,451,295,875,84,62,44,2895,1,1,1,1,13,2023-01-06,37,6.233586731167934,4.077401520387007,12.093987560469937,1.161022805805114,0.856945404284727,0.6081548030407741,0.03454231433506045,0.03454231433506045,0.03454231433506045,0.03454231433506045,0.44905008635578586
economics_news,2023-01-07,5778,346,251,718,60,41,38,2560,1,1,1,1,13,2023-01-07,38,5.988231221876082,4.344063689858083,12.42644513672551,1.0384215991692627,0.7095880927656628,0.6576670128071997,0.0390625,0.0390625,0.0390625,0.0390625,0.5078125
economics_news,2023-01-08,5890,370,243,700,45,38,33,2633,1,1,1,1,16,2023-01-08,39,6.281833616298811,4.125636672325976,11.884550084889643,0.7640067911714771,0.6451612903225806,0.5602716468590832,0.0379794910748196,0.0379794910748196,0.0379794910748196,0.0379794910748196,0.6076718571971136
economics_news,2023-01-09,5209,285,265,599,37,42,33,2428,1,1,1,1,16,2023-01-09,40,5.471299673641774,5.0873488193511225,11.499328086004992,0.710309080437704,0.8062967940103668,0.6335189095795738,0.04118616144975289,0.04118616144975289,0.04118616144975289,0.04118616144975289,0.6589785831960462
economics_news,2023-01-10,6785,302,352,719,56,43,38,2960,1,1,1,1,15,2023-01-10,41,4.450994841562269,5.187914517317612,10.596904937361828,0.8253500368459837,0.6337509211495947,0.5600589535740604,0.033783783783783786,0.033783783783783786,0.033783783783783786,0.033783783783783786,0.5067567567567568
economics_news,2023-01-11,7501,366,392,857,42,50,42,2886,1,1,1,1,9,2023-01-11,42,4.8793494200773235,5.225969870683909,11.42514331422477,0.5599253432875617,0.6665777896280496,0.5599253432875617,0.03465003465003465,0.03465003465003465,0.03465003465003465,0.03465003465003465,0.31185031185031187
economics_news,2023-01-12,8536,452,468,1019,55,36,74,3272,1,1,1,1,15,2023-01-12,43,5.295220243673851,5.482661668228679,11.93767572633552,0.6443298969072164,0.4217432052483599,0.8669165885660732,0.030562347188264057,0.030562347188264057,0.030562347188264057,0.030562347188264057,0.4584352078239609
economics_news,2023-01-13,6607,322,305,688,34,69,40,2862,1,1,1,1,12,2023-01-13,44,4.873618889057061,4.616316028454669,10.413198123202664,0.5146057212047828,1.0443469047979417,0.6054184955350386,0.034940600978336823,0.034940600978336823,0.034940600978336823,0.034940600978336823,0.41928721174004197
economics_news,2023-01-14,6092,394,298,748,37,36,46,2673,1,1,1,1,13,2023-01-14,45,6.467498358502954,4.891661195009849,12.278397898883782,0.6073539067629679,0.5909389363099147,0.7550886408404465,0.03741114852225963,0.03741114852225963,0.03741114852225963,0.03741114852225963,0.4863449307893753
economics_news,2023-01-15,5841,416,271,762,28,33,46,2707,1,1,1,1,14,2023-01-15,46,7.1220681390172915,4.639616504023284,13.045711350796097,0.4793699708953946,0.5649717514124294,0.7875363807567197,0.03694126339120798,0.03694126339120798,0.03694126339120798,0.03694126339120798,0.5171776874769117
economics_news,2023-01-16,6094,310,302,661,34,42,40,2639,1,1,1,1,13,2023-01-16,47,5.08697079094191,4.955694125369216,10.84673449294388,0.5579258286839515,0.6892024942566459,0.6563833278634723,0.037893141341417205,0.037893141341417205,0.037893141341417205,0.037893141341417205,0.49261083743842365
economics_news,2023-01-17,6061,285,397,725,36,45,48,2489,1,1,1,1,8,2023-01-17,48,4.702194357366771,6.550074245174063,11.961722488038278,0.5939613925094869,0.7424517406368586,0.7919485233459824,0.040176777822418644,0.040176777822418644,0.040176777822418644,0.040176777822418644,0.32141422257934915
economics_news,2023-01-18,6703,396,295,724,35,45,50,2796,1,1,1,1,13,2023-01-18,49,5.907802476503058,4.401014471132329,10.801133820677308,0.5221542592868864,0.6713411905117112,0.7459346561241236,0.035765379113018594,0.035765379113018594,0.035765379113018594,0.035765379113018594,0.46494992846924177
economics_news,2023-01-19,7812,445,338,806,52,25,35,3133,1,1,1,1,16,2023-01-19,50,5.696364567332309,4.326676907322068,10.317460317460316,0.6656426011264721,0.3200204813108039,0.4480286738351254,0.031918289179699966,0.031918289179699966,0.031918289179699966,0.031918289179699966,0.5106926268751995
economics_news,2023-01-20,6237,419,291,782,51,40,57,2639,1,1,1,1,21,2023-01-20,51,6.717973384640051,4.6657046657046655,12.538079204745872,0.8177008177008177,0.641333974667308,0.9139009139009139,0.037893141341417205,0.037893141341417205,0.037893141341417205,0.037893141341417205,0.7957559681697612
economics_news,2023-01-21,4692,314,201,531,38,50,23,2162,1,1,1,1,8,2023-01-21,52,6.692242114236999,4.283887468030691,11.317135549872123,0.8098891730605285,1.0656436487638534,0.49019607843137253,0.04625346901017577,0.04625346901017577,0.04625346901017577,0.04625346901017577,0.37002775208140615
economics_news,2023-01-22,4678,311,212,548,45,47,28,2080,1,1,1,1,10,2023-01-22,53,6.6481402308678925,4.5318512184694315,11.714407866609662,0.9619495510902095,1.0047028644719966,0.5985463873450192,0.04807692307692308,0.04807692307692308,0.04807692307692308,0.04807692307692308,0.4807692307692308
economics_news,2023-01-23,6216,344,400,797,26,33,47,2613,1,1,1,1,11,2023-01-23,54,5.534105534105534,6.435006435006435,12.821750321750322,0.41827541827541825,0.5308880308880308,0.7561132561132561,0.03827018752391887,0.03827018752391887,0.03827018752391887,0.03827018752391887,0.42097206276310756
economics_news,2023-01-24,6759,275,372,693,32,39,50,2801,1,1,1,1,20,2023-01-24,55,4.068649208462791,5.503772747447847,10.252996005326231,0.47344281698476104,0.5770084332001775,0.7397544015386891,0.03570153516601214,0.03570153516601214,0.03570153516601214,0.03570153516601214,0.7140307033202428
economics_news,2023-01-25,7269,330,345,727,35,33,32,2820,1,1,1,1,14,2023-01-25,56,4.539826661163846,4.746182418489476,10.001375705048837,0.4814967670931352,0.4539826661163846,0.4402256156280093,0.03546099290780142,0.03546099290780142,0.03546099290780142,0.03546099290780142,0.4964539007092199
